"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"112",2013,6,"male","yes","yes",33,"bachelors degree","fulltime","(100000, 150000]","yes","living with a partner","other",NA,NA,"no","yes","no","no","no",NA,"several times a day",NA,NA,92555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"113",2013,6,"male","yes","yes",34,"high school graduate","not employed","(40000, 50000]","yes","married","white",NA,NA,"yes","no","no","yes","yes","a few times a week",NA,"several times a day",NA,95492,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"114",2013,6,"male","yes","yes",35,"bachelors degree","fulltime","(100000, 150000]","yes","living with a partner","other",NA,NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,92008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"115",2013,6,"male","yes","yes",35,"postgraduate degree","fulltime","150000+","yes","living with a partner","white",NA,NA,"yes","yes","yes","yes","yes","several times a day","about once a day","several times a day",NA,95811,"about once a day","about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"116",2013,6,"male","yes","yes",36,"high school incomplete","fulltime","(0, 10000]","yes","married","native american",NA,NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,93458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"117",2013,6,"male","yes","yes",36,"high school incomplete","fulltime","(20000, 30000]","yes","divorced","white",NA,NA,"no","no","no","yes","yes",NA,NA,"several times a day",NA,92102,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"118",2013,6,"male","yes","yes",36,"some college","fulltime","150000+","yes","divorced","white",NA,NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,93534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"119",2013,6,"male","yes","yes",36,"associate","not employed","refused","yes","never been married","white",NA,NA,"no","yes","no","no","no",NA,"less often",NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"120",2013,6,"male","yes","yes",36,"bachelors degree","fulltime","refused","yes","married","white",NA,NA,"yes","no","yes","yes","no","less often",NA,NA,NA,94703,"less often","every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"121",2013,6,"male","yes","yes",39,"high school graduate","fulltime","(30000, 40000]","yes","never been married","white",NA,NA,"no","no","no","refused","yes",NA,NA,"a few times a week",NA,92567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"122",2013,6,"male","yes","yes",39,"postgraduate degree","fulltime","(100000, 150000]","yes","married","white",NA,NA,"yes","no","no","yes","yes","every few weeks",NA,"several times a day",NA,94803,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"123",2013,6,"male","yes","yes",39,"postgraduate degree","fulltime","150000+","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,94549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"124",2013,6,"male","yes","yes",40,"high school incomplete","disabled","(10000, 20000]","yes","married","other",NA,NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,94124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"125",2013,6,"male","yes","yes",40,"associate","fulltime","(75000, 100000]","yes","married","asian",NA,NA,"no","no","no","yes","no",NA,NA,NA,NA,92656,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"126",2013,6,"male","yes","yes",40,"associate","fulltime","150000+","yes","married","white",NA,NA,"yes","no","no","yes","yes","less often",NA,"a few times a week",NA,94513,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"127",2013,6,"male","yes","yes",40,"postgraduate degree","selfemployed","150000+","yes","divorced","white",NA,NA,"no","yes","no","no","yes",NA,"every few weeks","a few times a week",NA,91604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"128",2013,6,"male","yes","yes",41,"less than high school","fulltime","(10000, 20000]","no","married","other",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,92376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"129",2013,6,"male","yes","yes",41,"high school graduate","fulltime","150000+","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,91752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"130",2013,6,"male","yes","yes",41,"some college","disabled","(50000, 75000]","yes","never been married","white",NA,NA,"yes","yes","no","no","yes","several times a day","several times a day","several times a day",NA,90650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"131",2013,6,"male","yes","yes",42,"high school graduate","fulltime","(30000, 40000]","yes","never been married","other",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"132",2013,6,"male","yes","yes",43,"associate","fulltime","(50000, 75000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,95240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"133",2013,6,"male","yes","yes",44,"postgraduate degree","fulltime","150000+","yes","married","asian",NA,NA,"no","no","no","yes","yes",NA,NA,"a few times a week",NA,92130,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"134",2013,6,"male","yes","yes",45,"bachelors degree","fulltime","(100000, 150000]","yes","married","other",NA,NA,"no","no","no","yes","yes",NA,NA,"every few weeks",NA,90023,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"135",2013,6,"male","yes","yes",45,"some post grad","fulltime","150000+","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,92203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"136",2013,6,"male","yes","yes",45,"postgraduate degree","fulltime","(50000, 75000]","yes","never been married","white",NA,NA,"no","no","no","no","yes",NA,NA,"less often",NA,91325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"137",2013,6,"male","yes","yes",46,"postgraduate degree","fulltime","(75000, 100000]","yes","never been married","white",NA,NA,"yes","no","no","no","yes","every few weeks",NA,"a few times a week",NA,93291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"138",2013,6,"male","yes","yes",47,"associate","not employed","(20000, 30000]","no","married","black",NA,NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,95205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"139",2013,6,"male","yes","yes",49,"bachelors degree","fulltime","(100000, 150000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"140",2013,6,"male","yes","yes",49,"some post grad","fulltime","(30000, 40000]","yes","never been married","white",NA,NA,"no","yes","no","no","yes",NA,"a few times a week","several times a day",NA,90027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"141",2013,6,"male","yes","yes",50,"high school graduate","fulltime","(40000, 50000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,92841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"142",2013,6,"male","yes","yes",50,"some college","retired","refused","yes","never been married","white",NA,NA,"yes","no","no","no","yes","less often",NA,"several times a day",NA,91789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"143",2013,6,"male","yes","yes",50,"bachelors degree","parttime","refused","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"less often",NA,92054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"144",2013,6,"male","yes","yes",51,"high school graduate","fulltime","dont know","yes","married","asian",NA,NA,"no","yes","no","no","yes",NA,"about once a day","several times a day",NA,95206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"145",2013,6,"male","yes","yes",52,"some college","retired","150000+","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,92243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"146",2013,6,"male","yes","yes",53,"postgraduate degree","parttime","(40000, 50000]","yes","divorced","white",NA,NA,"yes","yes","yes","yes","yes","several times a day","about once a day","several times a day",NA,95127,"several times a day","several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"147",2013,6,"male","yes","yes",54,"bachelors degree","fulltime","150000+","yes","married","asian",NA,NA,"no","no","no","yes","no",NA,NA,NA,NA,92127,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"148",2013,6,"male","yes","yes",54,"postgraduate degree","fulltime","(75000, 100000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"every few weeks",NA,93654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"149",2013,6,"male","yes","yes",55,"less than high school","disabled","(20000, 30000]","no","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"150",2013,6,"male","yes","yes",55,"postgraduate degree","fulltime","150000+","yes","married","white",NA,NA,"no","no","dont know","no","no",NA,NA,NA,NA,95051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"151",2013,6,"male","yes","yes",56,"associate","fulltime","(75000, 100000]","yes","married","white",NA,NA,"no","no","no","yes","no",NA,NA,NA,NA,95051,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"152",2013,6,"male","yes","yes",57,"associate","fulltime","refused","yes","married","asian",NA,NA,"no","no","no","yes","no",NA,NA,NA,NA,94568,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"153",2013,6,"male","yes","yes",58,"some college","parttime","150000+","yes","married","white",NA,NA,"no","no","no","yes","yes",NA,NA,"several times a day",NA,95742,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"154",2013,6,"male","yes","yes",58,"bachelors degree","fulltime","(100000, 150000]","yes","married","asian",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,90245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"155",2013,6,"male","yes","yes",58,"bachelors degree","fulltime","150000+","yes","married","mixed race",NA,NA,"yes","yes","yes","yes","yes","several times a day","about once a day","several times a day",NA,92592,"about once a day","about once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"156",2013,6,"male","yes","yes",59,"postgraduate degree","fulltime","150000+","yes","married","white",NA,NA,"no","no","no","yes","yes",NA,NA,"less often",NA,92653,NA,"several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"157",2013,6,"male","yes","yes",61,"bachelors degree","fulltime","150000+","yes","married","white",NA,NA,"no","no","yes","yes","yes",NA,NA,"several times a day",NA,95630,"refused","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"158",2013,6,"male","yes","yes",62,"bachelors degree","not employed","(75000, 100000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,92530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"159",2013,6,"male","yes","yes",63,"postgraduate degree","retired","(100000, 150000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,92009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"160",2013,6,"male","yes","yes",67,"bachelors degree","retired","150000+","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,92101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"161",2013,6,"male","yes","yes",92,"bachelors degree","not employed","(10000, 20000]","yes","dont know","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"162",2013,6,"male","yes","yes",99,"postgraduate degree","retired","(100000, 150000]","yes","widowed","refused",NA,NA,"no","no","no","no","yes",NA,NA,"a few times a week",NA,91367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"163",2013,6,"male","yes","yes",99,"refused","fulltime","refused","yes","refused","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,91911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused"
"164",2013,6,"male","yes","no",19,"some college","parttime","(50000, 75000]","yes","never been married","white",NA,NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,92553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"165",2013,6,"male","yes","no",20,"high school graduate","not employed","(10000, 20000]","yes","never been married","asian",NA,NA,"no","yes","no","no","yes",NA,"a few times a week","several times a day",NA,92613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"166",2013,6,"male","yes","no",23,"high school graduate","not employed","(0, 10000]","yes","never been married","white",NA,NA,"no","no","no","no","yes",NA,NA,"several times a day",NA,95841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"167",2013,6,"male","yes","no",48,"high school incomplete","retired","(0, 10000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"168",2013,6,"male","yes","no",48,"high school graduate","not employed","(30000, 40000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"169",2013,6,"male","yes","no",54,"some college","parttime","(75000, 100000]","yes","married","other",NA,NA,"no","no","no","yes","yes",NA,NA,"a few times a week",NA,92120,NA,"less often",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"170",2013,6,"male","yes","no",59,"postgraduate degree","selfemployed","(10000, 20000]","yes","never been married","white",NA,NA,"no","no","no","yes","yes",NA,NA,"less often",NA,90020,NA,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"171",2013,6,"male","yes","no",61,"high school graduate","fulltime","(40000, 50000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,90032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"172",2013,6,"male","yes","no",61,"high school graduate","fulltime","refused","no","living with a partner","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,91024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"173",2013,6,"male","yes","no",67,"some college","retired","refused","yes","widowed","native american",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,96022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"174",2013,6,"male","yes","no",68,"some college","retired","(50000, 75000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"every few weeks",NA,91110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"175",2013,6,"male","yes","no",68,"some college","retired","refused","yes","married","refused",NA,NA,"no","no","refused","no","no",NA,NA,NA,NA,92131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"176",2013,6,"male","yes","no",69,"high school graduate","retired","(50000, 75000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"177",2013,6,"male","yes","no",69,"bachelors degree","retired","(30000, 40000]","yes","refused","black",NA,NA,"no","no","no","yes","yes",NA,NA,"a few times a week",NA,90047,NA,"a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"178",2013,6,"male","yes","no",77,"some college","retired","(20000, 30000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"less often",NA,93257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"179",2013,6,"male","yes","no",80,"bachelors degree","retired","(40000, 50000]","yes","married","white",NA,NA,"no","no","no","no","yes",NA,NA,"less often",NA,95648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"180",2013,6,"male","yes","no",80,"postgraduate degree","retired","(100000, 150000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,92604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"181",2013,6,"male","yes","no",80,"postgraduate degree","retired","(100000, 150000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,95207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"182",2013,6,"male","yes","no",87,"postgraduate degree","retired","(75000, 100000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,90630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"183",2013,6,"male","no","yes",28,"high school graduate","fulltime","(20000, 30000]","no","living with a partner","other",NA,NA,"no","no","no","no","yes",NA,NA,"about once a day",NA,95358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"184",2013,6,"male","no","yes",40,"less than high school","fulltime","(40000, 50000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,93535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"185",2013,6,"male","no","yes",87,"bachelors degree","retired","(40000, 50000]","yes","married","white",NA,NA,"no","no","no","no","no",NA,NA,NA,NA,94901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"186",2013,6,"male","no","no",19,"high school graduate","not employed","(20000, 30000]",NA,"never been married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"187",2013,6,"male","no","no",35,"high school graduate","fulltime","dont know",NA,"never been married","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"188",2013,6,"male","no","no",38,"some college","retired","(10000, 20000]",NA,"married","asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"189",2013,6,"male","no","no",40,"dont know","fulltime","(20000, 30000]",NA,"never been married","dont know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"190",2013,6,"male","no","no",45,"high school incomplete","fulltime","(10000, 20000]",NA,"living with a partner","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"191",2013,6,"male","no","no",50,"high school incomplete","not employed","refused",NA,"married","asian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"192",2013,6,"male","no","no",51,"some college","fulltime","(30000, 40000]",NA,"divorced","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"193",2013,6,"male","no","no",52,"high school incomplete","not employed","(0, 10000]",NA,"divorced","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"194",2013,6,"male","no","no",59,"high school graduate","fulltime","(10000, 20000]",NA,"never been married","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"195",2013,6,"male","no","no",60,"some college","retired","(75000, 100000]",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"196",2013,6,"male","no","no",64,"associate","retired","(50000, 75000]",NA,"married","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"197",2013,6,"male","no","no",65,"high school incomplete","retired","(0, 10000]",NA,"divorced","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"198",2013,6,"male","no","no",67,"associate","retired","refused",NA,"widowed","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"199",2013,6,"male","no","no",67,"bachelors degree","retired","(75000, 100000]",NA,"never been married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"200",2013,6,"male","no","no",69,"high school graduate","retired","(10000, 20000]",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"201",2013,6,"male","no","no",69,"some college","retired","(30000, 40000]",NA,"widowed","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"202",2013,6,"male","no","no",70,"bachelors degree","retired","(100000, 150000]",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"203",2013,6,"male","no","no",78,"high school graduate","retired","(50000, 75000]",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"204",2013,6,"male","no","no",78,"postgraduate degree","retired","refused",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"205",2013,6,"male","no","no",80,"high school graduate","retired","refused",NA,"married","white",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"206",2013,6,"female","yes","yes",18,"high school graduate","not employed","dont know","yes","never been married","white",NA,NA,"no","no","yes","no","yes",NA,NA,"several times a day",NA,95973,"several times a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"207",2013,6,"female","yes","yes",19,"high school graduate","not employed","(75000, 100000]","yes","never been married","asian",NA,NA,"no","yes","yes","no","no",NA,"about once a day",NA,NA,92617,"every few weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
